Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_725,132.7851,26.8107,25.0,252.0,126.6253,25.8141,19.0,240.0,113.8153,27.2083,0.0,226.0,127.0068,26.1867,19.426,241.992,14.7914,16.4796,685.7443,0.2586,0.1223,0.992,7807.0,88.3572,1.0,28.0,27.0,28.0,37.0,132.0,1
image_724,129.3641,36.8102,25.0,255.0,122.36,34.5608,18.0,255.0,111.6896,34.8995,3.0,255.0,123.2378,34.4381,21.16,252.361,18.6197,20.32,1185.98,0.2518,0.1005,0.9594,14818.0,121.7292,1.0,41.0,37.0,39.0,36.0,129.0,1
image_723,110.7506,29.9476,18.0,255.0,102.7083,27.3771,7.0,251.0,88.1242,28.8128,0.0,231.0,103.4504,27.7155,17.432,249.46,15.3925,17.4514,768.1512,0.1764,0.1179,0.9437,15511.0,124.5432,1.0,30.0,29.0,33.0,51.0,110.0,1
image_722,141.0607,32.7815,21.0,255.0,135.7309,34.6639,18.0,254.0,123.821,36.6428,0.0,254.0,135.9668,33.7543,16.959,253.615,14.9194,18.2697,1139.3501,0.3018,0.0911,0.9559,18887.0,137.43,1.0,36.0,39.0,43.0,33.0,141.0,1
image_721,140.7246,37.6369,11.0,255.0,134.9485,36.8119,2.0,253.0,121.9566,36.8902,0.0,239.0,135.1945,36.8379,4.463,252.002,18.7147,21.204,1357.034,0.302,0.0979,0.9876,8907.0,94.3769,1.0,41.0,40.0,44.0,35.0,140.0,1
image_764,128.8141,44.7197,16.0,255.0,122.0098,39.7963,21.0,254.0,107.0675,32.7506,0.0,248.0,122.3409,39.9342,19.961,253.615,17.5996,18.4618,1594.7433,0.2547,0.0943,0.9836,3465.0,58.8643,1.0,46.0,43.0,41.0,42.0,128.0,1
image_763,112.5533,34.3225,23.0,255.0,102.9465,30.7323,26.0,251.0,84.9671,32.1788,0.0,227.0,103.7693,31.559,22.709,249.46,16.3757,18.1063,995.9695,0.1809,0.0989,0.9646,2615.0,51.1371,1.0,39.5,34.5,37.0,64.0,112.0,1
image_761,158.8799,43.7215,28.0,255.0,152.2349,44.3319,27.0,255.0,140.3554,44.1722,15.0,246.0,152.8675,43.9517,26.729,253.746,18.8877,20.6195,1931.7557,0.3891,0.0678,0.9851,4811.0,69.3614,1.0,61.0,59.0,60.0,29.0,158.0,1
image_760,168.6321,33.2169,52.0,255.0,163.4735,33.6739,43.0,255.0,147.5418,34.8357,9.0,248.0,163.1997,33.3736,43.908,254.202,16.86,17.9332,1113.8002,0.4267,0.0765,0.9883,3789.0,61.5549,1.0,47.0,48.0,50.0,32.0,168.0,1
image_759,156.2255,40.184,25.0,255.0,138.7402,31.3333,3.0,239.0,119.6779,30.3828,0.0,218.0,141.7952,33.0317,13.123,240.706,14.1901,14.3873,1091.0927,0.326,0.084,0.92,6864.0,82.8493,1.0,54.0,41.0,38.0,60.0,156.0,1
image_758,119.178,29.2533,50.0,206.0,105.398,26.6965,43.0,191.0,90.074,25.2504,34.0,179.0,107.7713,27.141,45.861,193.22,16.9347,16.5977,736.6348,0.1899,0.1134,0.979,500.0,22.3607,1.0,39.0,32.0,30.0,62.0,119.0,1
image_756,183.0321,43.8212,74.0,255.0,181.5165,46.4883,73.0,255.0,173.7603,49.2589,68.0,253.0,181.0855,45.986,72.729,254.772,12.0936,17.4591,2114.7147,0.5368,0.0319,0.9989,2962.0,54.4243,1.0,86.0,92.0,99.0,14.0,183.0,1
image_755,120.7167,31.3654,13.0,231.0,117.1189,30.2546,11.0,222.0,103.7564,34.188,0.0,211.0,116.6713,30.7016,10.344,221.157,16.6054,15.8747,942.5876,0.2238,0.0918,0.977,5965.0,77.2334,1.0,40.0,41.0,49.0,36.0,120.0,1
image_754,132.5311,38.3201,14.0,255.0,124.753,39.4095,12.0,255.0,110.8669,41.0671,0.0,250.0,125.4956,39.1119,11.23,254.43,24.2774,23.4871,1529.7422,0.2657,0.0835,0.9875,3502.0,59.1777,1.0,44.0,47.0,53.0,43.0,132.0,1
image_753,126.0056,47.9332,18.0,255.0,119.7238,47.1475,22.0,253.0,105.839,49.1127,0.0,246.0,120.0192,47.444,18.296,252.088,14.1805,15.9327,2250.9348,0.2561,0.0766,0.9898,12098.0,109.9909,1.0,49.0,45.0,47.0,43.0,126.0,1
image_752,129.4301,37.2055,1.0,255.0,120.1658,35.1613,1.0,252.0,102.2492,30.5406,0.0,234.0,120.8933,35.0251,0.886,250.275,14.9986,17.988,1226.7578,0.2436,0.112,0.9943,12226.0,110.5712,1.0,28.0,28.0,27.0,53.0,129.0,1
image_751,135.5681,31.2795,26.0,255.0,119.7576,30.9194,21.0,255.0,103.6179,34.1541,0.0,248.0,122.645,30.7937,22.792,254.202,20.9139,21.3805,948.2492,0.2459,0.0932,0.9294,4925.0,70.1783,1.0,36.0,39.0,43.0,60.0,135.0,1
image_747,138.1698,41.4368,39.0,255.0,131.6232,39.6051,37.0,255.0,118.5308,38.0325,18.0,248.0,132.0881,39.8525,38.789,253.632,16.1541,20.0834,1588.2217,0.2927,0.0906,0.9921,2532.0,50.319,1.0,45.0,41.0,36.0,37.0,138.0,1
image_746,149.6721,43.2385,43.0,255.0,131.9635,45.3251,38.0,247.0,110.896,47.2631,14.0,234.0,134.8567,44.258,39.009,247.91,19.4045,23.6175,1958.7695,0.3098,0.0764,0.94,1644.0,40.5463,1.0,56.0,55.0,59.0,67.0,149.0,1
image_745,135.9322,55.8205,28.0,255.0,128.8897,56.2444,27.0,254.0,113.8209,54.2251,0.0,243.0,129.2775,55.7393,26.187,252.148,16.4943,17.667,3106.8653,0.3048,0.0494,0.9936,4187.0,64.707,1.0,96.5,94.0,83.5,42.0,135.0,1
image_744,112.6724,41.6638,25.0,250.0,108.5014,37.2124,20.0,252.0,98.0688,33.596,0.0,249.0,108.5592,38.0061,21.906,251.06,14.6127,18.1931,1444.4658,0.2035,0.0611,0.9929,4334.0,65.8331,1.0,74.0,64.0,55.0,32.0,112.0,1
image_788,140.2911,34.6737,59.0,245.0,131.4216,31.7374,59.0,238.0,117.0529,31.8116,28.0,234.0,132.4355,32.2404,59.226,237.843,16.8946,17.4818,1039.4434,0.2857,0.1337,0.9638,1058.0,32.5269,1.0,29.0,24.0,25.75,42.0,140.0,1
image_787,134.681,26.3149,44.0,238.0,125.6856,25.3932,40.0,231.0,110.6412,26.1832,18.0,212.0,126.6602,25.4211,40.981,230.927,18.2031,17.6771,646.2329,0.2567,0.1029,0.9617,3085.0,55.5428,1.0,36.0,33.0,35.0,46.0,134.0,1
image_786,104.24,29.3811,55.0,215.0,100.4533,28.1763,51.0,210.0,93.6133,27.6284,42.0,204.0,100.8058,28.4019,51.854,210.811,25.6347,25.5965,806.6673,0.1687,0.1175,0.993,75.0,8.6603,1.0,39.0,32.0,28.5,27.0,104.0,1
image_785,125.1764,33.5284,25.0,225.0,108.1619,28.0138,14.0,206.0,86.4888,29.2068,0.0,190.0,110.7785,29.1604,18.683,208.063,16.4013,16.5543,850.3299,0.2018,0.0915,0.9245,4286.0,65.4675,1.0,43.0,36.0,40.0,80.0,125.0,1
image_784,139.5434,13.5078,89.0,185.0,125.5402,12.6348,71.0,173.0,109.4341,12.8782,51.0,157.0,127.8911,12.7826,74.102,174.764,11.8961,11.1602,163.3953,0.254,0.1951,0.9565,311.0,17.6352,1.0,18.0,14.0,14.0,55.0,139.0,1
image_780,135.23,31.7045,18.0,255.0,131.332,31.4451,12.0,255.0,122.21,35.5935,0.0,255.0,131.4576,31.3325,12.426,253.632,17.471,21.9356,981.7253,0.2809,0.1201,0.9586,7325.0,85.5862,1.0,30.0,30.0,34.0,25.0,135.0,1
image_779,133.4202,28.7264,28.0,255.0,122.3229,28.2812,19.0,249.0,104.6996,29.1979,0.0,240.0,123.6319,28.373,20.992,249.084,13.6127,15.7995,805.028,0.2474,0.1261,0.988,12259.0,110.7204,1.0,26.0,26.0,25.0,56.0,133.0,1
image_778,125.8575,32.5371,16.0,255.0,114.6144,31.3628,17.0,255.0,95.8012,31.9615,0.0,255.0,115.8314,31.3976,18.992,252.131,15.7284,17.491,985.8094,0.2215,0.1126,0.9708,20640.0,143.6663,1.0,33.0,31.0,31.0,61.0,125.0,1
image_777,151.1329,41.7024,26.0,255.0,137.2166,42.4318,16.0,254.0,121.368,42.4208,2.0,255.0,139.5708,41.4677,19.687,252.843,18.4651,19.8936,1719.5699,0.326,0.0777,0.9634,6169.0,78.543,1.0,49.0,54.0,62.0,51.0,151.0,1
image_776,110.5792,37.5468,18.0,228.0,95.9799,31.2079,15.0,201.0,64.065,30.3723,0.0,171.0,96.7068,32.7497,14.187,205.653,17.8794,18.9145,1072.5452,0.1603,0.0717,0.9766,1939.0,44.0341,1.0,61.5,46.0,49.0,107.0,110.0,1
image_774,174.8505,41.1411,34.0,255.0,171.1684,43.0893,30.0,254.0,163.708,44.166,29.0,246.0,171.4189,42.5991,31.082,253.088,15.5891,20.4093,1814.687,0.4798,0.0367,0.9979,2435.0,49.3457,1.0,80.0,85.0,87.0,16.0,174.0,1
image_773,157.9338,44.7518,27.0,255.0,149.983,48.3716,25.0,251.0,137.1665,50.7529,16.0,239.0,150.8992,47.2587,25.327,250.828,16.5959,16.6201,2233.3816,0.3845,0.0515,0.9752,5591.0,74.773,1.0,74.0,84.0,90.0,32.0,157.0,1
image_772,185.0443,30.2736,82.0,249.0,177.9865,32.7768,70.0,241.0,164.7315,34.592,58.0,229.0,178.5857,32.0638,72.22,240.981,19.8317,20.5444,1028.0892,0.5063,0.0824,0.9801,812.0,28.4956,1.0,42.0,51.0,54.0,29.0,185.0,1
image_767,157.9063,53.8646,8.0,255.0,156.4496,56.1437,11.0,253.0,144.3743,58.7075,0.0,244.0,155.5086,55.5003,8.849,250.748,14.5861,18.5443,3080.2884,0.4193,0.0361,0.9858,10685.0,103.3683,1.0,96.0,104.0,110.0,21.0,157.0,1
image_766,141.8994,38.2322,23.0,255.0,126.3248,37.7723,23.0,250.0,112.7167,39.0545,0.0,240.0,129.4303,37.2768,23.0,249.785,14.0306,17.3202,1389.5577,0.279,0.0754,0.9094,17486.0,132.2346,1.0,61.0,47.0,45.0,52.0,141.0,1
image_765,146.271,39.7586,10.0,255.0,133.7737,38.2284,3.0,251.0,114.1031,39.498,0.0,220.0,135.268,38.289,4.751,248.662,16.0439,16.8599,1466.0455,0.3039,0.0887,0.948,7292.0,85.3932,1.0,50.0,43.0,45.0,56.0,146.0,1
image_808,148.6864,32.3087,26.0,255.0,129.8141,27.9978,19.0,255.0,105.2198,30.7867,0.0,246.0,132.6531,28.7199,19.041,253.974,18.7098,18.2831,824.8301,0.2833,0.1093,0.881,6120.0,78.2304,1.0,40.0,29.0,34.0,74.0,148.0,1
image_807,144.7958,32.1749,27.0,255.0,136.7437,31.4788,28.0,245.0,118.3395,32.9493,0.0,231.0,137.0532,31.6542,25.649,246.394,17.3079,18.0229,1001.9882,0.3043,0.0969,0.9901,5275.0,72.6292,1.0,36.0,38.0,38.5,46.0,144.0,1
image_805,126.2714,50.4129,20.0,255.0,117.5906,47.0554,14.0,251.0,95.1615,47.2919,0.0,238.0,117.6293,47.4878,14.497,250.372,18.1729,19.3158,2255.0893,0.2475,0.0628,0.964,6378.0,79.8624,1.0,86.0,72.0,61.0,63.0,126.0,1
image_804,104.8104,39.9358,32.0,255.0,96.0219,36.4743,28.0,255.0,80.0089,36.3402,8.0,247.0,96.8242,37.0431,29.665,254.088,23.0821,23.1302,1372.1948,0.1653,0.0787,0.9747,1234.0,35.1283,1.0,58.0,54.0,53.75,59.0,104.0,1
image_803,152.5247,53.1067,46.0,243.0,140.1779,50.6884,36.0,232.0,122.3814,45.8367,26.0,212.0,141.8408,50.8243,37.85,233.009,11.2443,12.9763,2583.1068,0.3491,0.0258,0.9983,1214.0,34.8425,1.0,103.0,97.75,88.0,50.0,152.0,1
image_802,124.6497,30.9826,33.0,255.0,100.9542,26.6722,27.0,255.0,85.2532,24.8198,0.0,250.0,106.2492,27.2014,28.665,254.43,12.2604,16.1924,739.9173,0.185,0.1159,0.9233,14354.0,119.8082,1.0,36.0,29.0,27.0,80.0,124.0,1
image_801,141.0235,32.1655,32.0,255.0,123.8,29.474,30.0,253.0,102.5744,28.886,0.0,234.0,126.5301,29.9244,28.808,251.432,12.2141,15.0028,895.4712,0.26,0.1268,0.9648,17677.0,132.9549,1.0,28.0,24.0,23.0,71.0,141.0,1
image_800,113.3535,45.8003,21.0,255.0,101.8471,38.6427,8.0,238.0,80.8611,34.0488,0.0,213.0,102.8951,40.0486,11.872,240.233,17.2368,18.9986,1603.8911,0.1875,0.0554,0.9886,5630.0,75.0333,1.0,78.0,64.0,52.0,74.0,113.0,1
image_798,120.0298,21.4084,39.0,202.0,109.3405,19.3618,38.0,190.0,93.055,22.3287,4.0,163.0,110.68,20.0053,35.107,186.223,15.2033,14.0755,400.2112,0.1945,0.1425,0.955,2147.0,46.3357,1.0,23.0,20.0,24.0,57.0,120.0,1
image_797,126.2524,34.1488,14.0,255.0,123.1022,37.2174,4.0,255.0,113.769,43.5384,0.0,255.0,122.9801,35.8884,6.534,254.017,17.4567,20.9013,1287.9795,0.2524,0.0864,0.9058,8368.0,91.4768,1.0,44.0,41.0,46.0,26.0,126.0,1
image_795,128.8513,44.6022,23.0,255.0,125.2376,43.341,25.0,254.0,109.8602,45.1671,0.0,247.0,124.565,43.4219,21.552,253.501,17.7432,19.4361,1885.4638,0.2676,0.0863,0.9674,13816.0,117.5415,1.0,51.0,50.0,53.0,38.0,128.0,1
image_794,122.5135,42.5132,19.0,255.0,114.3129,40.83,16.0,255.0,96.5823,40.8108,0.0,243.0,114.7436,41.0782,15.073,253.632,16.7561,18.6788,1687.4177,0.2284,0.0826,0.9884,17010.0,130.4224,1.0,57.0,55.0,54.0,54.0,122.0,1
image_793,120.3793,40.2117,26.0,250.0,111.3943,38.6866,18.0,242.0,89.7669,37.3379,0.0,223.0,111.6153,38.853,18.34,242.226,16.2167,18.9905,1509.5557,0.2148,0.0985,0.9895,3530.0,59.4138,1.0,52.0,47.0,45.0,66.0,120.0,1
image_792,194.0137,46.9376,35.0,255.0,185.6249,47.4548,33.0,255.0,169.2714,48.1438,9.0,252.0,186.2689,47.2719,32.871,254.245,13.9003,15.8995,2234.6303,0.5679,0.0729,0.9945,4322.0,65.7419,1.0,53.0,53.0,50.0,33.0,194.0,1
image_791,118.4809,30.5412,25.0,245.0,106.5046,27.0081,16.0,232.0,87.4436,25.1724,0.0,213.0,107.9126,27.7085,17.764,233.721,11.6004,14.6125,767.759,0.1909,0.1105,0.9901,8230.0,90.7193,1.0,31.0,27.0,27.0,67.0,118.0,1
image_790,147.1054,38.2509,27.0,255.0,124.6994,40.2338,16.0,250.0,99.8098,41.4991,0.0,225.0,128.5614,39.4548,20.754,248.645,13.9966,17.2428,1556.6802,0.2781,0.0918,0.9693,8001.0,89.4483,1.0,33.0,32.0,35.0,83.0,147.0,1
image_827,152.4727,28.413,21.0,255.0,149.8879,34.7562,32.0,254.0,142.4591,45.7692,26.0,248.0,149.8139,30.9224,29.167,253.615,17.5966,18.4197,956.193,0.3599,0.1139,0.5877,2274.0,47.6865,1.0,31.0,39.0,54.75,17.0,152.0,1
image_825,163.8846,36.6836,52.0,255.0,146.1806,35.674,47.0,254.0,117.476,39.3424,17.0,237.0,148.2018,35.7525,45.075,252.361,17.1523,16.7499,1278.2402,0.3574,0.0812,0.9272,1456.0,38.1576,1.0,59.0,56.0,63.0,72.0,163.0,1
image_824,135.6759,45.6156,15.0,254.0,127.7995,45.0675,13.0,248.0,109.9642,46.4679,0.0,234.0,128.1213,45.2604,12.116,248.198,16.8405,19.162,2048.5032,0.2839,0.0812,0.9923,11548.0,107.4616,1.0,51.0,50.0,52.0,49.0,135.0,1
image_823,137.0168,48.3572,20.0,253.0,137.7638,48.4195,20.0,252.0,125.6947,55.5714,4.0,250.0,136.1646,48.1922,19.187,252.071,18.1086,21.8444,2322.4889,0.3209,0.0534,0.9329,3692.0,60.7618,1.0,78.0,84.0,94.0,22.0,137.0,1
image_822,95.0767,35.5829,5.0,255.0,87.8984,31.3114,2.0,250.0,73.34,30.2904,0.0,238.0,88.385,32.2101,2.669,249.899,15.2815,17.2778,1037.4894,0.1361,0.0877,0.9853,4683.0,68.4324,1.0,51.0,44.0,43.0,59.0,95.0,1
image_820,108.5722,32.6642,22.0,231.0,101.7962,29.9008,22.0,226.0,84.4011,28.8976,0.0,217.0,101.8392,30.4153,19.492,226.17,15.4046,17.2047,925.0899,0.1737,0.0899,0.9876,6527.0,80.7899,1.0,46.0,43.0,41.0,57.0,108.0,1
image_818,141.5422,44.1562,22.0,255.0,136.9495,44.4405,22.0,255.0,129.608,45.5532,22.0,253.0,137.4858,44.1875,22.0,253.974,14.5893,17.5433,1952.5313,0.3207,0.0777,0.9861,5847.0,76.4657,1.0,42.0,38.0,39.0,22.0,141.0,1
image_817,127.7209,31.0422,22.0,255.0,104.892,30.5437,13.0,245.0,90.9312,30.1274,0.0,227.0,110.1263,30.0827,14.209,245.026,14.0629,19.0275,904.9663,0.2004,0.1162,0.9196,6815.0,82.553,1.0,25.0,30.0,29.0,74.0,127.0,1
image_816,142.2462,23.6033,40.0,255.0,129.0942,23.2752,30.0,255.0,111.9333,24.2081,5.0,233.0,131.0703,23.2255,30.14,251.808,13.348,14.5018,539.4232,0.2725,0.149,0.9692,6251.0,79.0633,1.0,23.0,20.0,20.0,56.0,142.0,1
image_815,109.499,40.651,16.0,255.0,100.2075,37.1034,5.0,248.0,88.5791,34.759,0.0,238.0,101.66,37.7828,7.719,248.383,16.0162,19.1489,1427.5422,0.1809,0.063,0.9907,10259.0,101.2867,1.0,66.0,57.0,50.0,49.0,109.0,1
image_814,153.0972,45.5972,15.0,255.0,142.7732,43.3327,0.0,250.0,124.813,44.4786,0.0,252.0,143.8126,43.7612,5.98,250.127,17.2484,19.4789,1915.0401,0.3475,0.0881,0.9855,11472.0,107.1074,1.0,50.0,48.0,56.0,48.0,153.0,1
image_813,162.7508,31.3741,41.0,255.0,181.7031,23.8481,46.0,253.0,184.8127,28.1396,40.0,251.0,176.3908,23.8387,43.821,249.067,12.5267,14.3512,568.2827,0.4872,0.1245,0.6846,10307.0,101.5234,1.0,52.0,23.0,36.0,30.0,184.0,1
image_812,152.7874,31.7085,20.0,255.0,147.0911,31.7158,18.0,255.0,136.0322,32.0123,6.0,243.0,147.5336,31.6566,17.23,253.632,20.9593,21.0962,1002.1434,0.3501,0.0922,0.9894,5179.0,71.9653,1.0,40.0,40.0,40.0,27.0,152.0,1
image_811,132.5513,30.5384,15.0,255.0,124.2524,31.0031,4.0,255.0,112.0351,31.2149,0.0,246.0,125.341,30.7633,7.431,253.974,18.1647,19.2835,946.3816,0.2562,0.0947,0.9873,9937.0,99.6845,1.0,39.0,40.0,40.0,39.0,132.0,1
image_810,138.5987,41.6916,13.0,255.0,124.5495,46.5429,12.0,255.0,112.4522,49.9556,0.0,255.0,127.3711,44.7942,11.871,254.202,21.1454,25.6211,2006.5176,0.2804,0.0512,0.9414,25919.0,160.9938,1.0,66.0,84.0,92.0,48.0,138.0,1
image_809,122.3952,46.3778,7.0,255.0,115.2727,44.4636,2.0,248.0,101.8642,45.4392,0.0,247.0,115.8738,44.5181,3.267,247.323,17.9451,20.9968,1981.8651,0.237,0.0798,0.9707,8883.0,94.2497,1.0,54.0,48.0,68.0,44.0,122.0,1
image_855,105.2542,41.7746,30.0,216.0,94.0,36.1272,26.0,193.0,71.7674,31.4292,7.0,165.0,94.8305,36.9622,25.828,196.343,17.4777,16.6635,1366.2017,0.1593,0.0683,0.9751,602.0,24.5357,1.0,64.0,57.75,44.75,83.0,105.0,1
image_852,145.0236,52.7398,27.0,255.0,146.141,51.5918,23.0,252.0,143.679,50.8016,10.0,241.0,145.5263,51.374,22.942,251.643,19.2254,22.2244,2639.2915,0.3663,0.0453,0.9865,1567.0,39.5854,1.0,87.0,85.0,85.0,5.0,146.0,1
image_851,120.0678,26.0411,23.0,255.0,117.0974,32.0883,22.0,250.0,105.5036,37.9458,9.0,245.0,116.6639,30.4903,22.17,250.925,15.0936,17.2393,929.6569,0.2236,0.1182,0.9421,6426.0,80.1623,1.0,27.0,27.0,29.0,32.0,120.0,1
image_850,123.2514,29.7874,28.0,255.0,115.2799,29.3809,30.0,255.0,100.9742,29.0836,15.0,243.0,116.0325,29.2913,28.148,253.632,14.314,15.9406,857.9781,0.2202,0.1184,0.9786,10547.0,102.6986,1.0,29.0,29.0,28.0,48.0,123.0,1
image_849,122.0951,35.3091,19.0,251.0,115.6001,34.4472,15.0,245.0,100.5066,34.911,0.0,236.0,115.8215,34.6085,15.953,245.17,16.1023,21.0772,1197.7466,0.2247,0.1108,0.9922,6372.0,79.8248,1.0,30.0,31.0,32.0,46.0,122.0,1
image_848,121.941,24.7244,24.0,255.0,111.7028,23.6216,25.0,253.0,96.9546,24.0427,3.0,235.0,113.0827,23.6213,24.131,251.546,14.3959,15.075,557.9651,0.2052,0.122,0.9413,8916.0,94.4246,1.0,28.0,29.0,28.0,53.0,121.0,1
image_847,149.4188,26.8979,24.0,255.0,143.3468,26.718,26.0,255.0,130.5504,27.5302,11.0,246.0,143.7035,26.6422,25.06,253.974,15.051,17.5829,709.8048,0.3285,0.1129,0.9759,5127.0,71.6031,1.0,30.0,30.0,30.0,33.0,149.0,1
image_843,151.2618,29.2239,27.0,255.0,143.9496,29.842,20.0,255.0,130.9159,30.115,4.0,244.0,144.6501,29.6554,20.269,253.746,16.0179,22.6982,879.4437,0.3353,0.129,0.9965,2403.0,49.0204,1.0,25.0,25.0,25.0,35.0,151.0,1
image_842,144.2386,29.5452,51.0,227.0,137.9199,30.808,42.0,212.0,122.8689,32.0631,25.0,197.0,138.0933,30.4773,42.753,213.031,11.4397,12.6355,928.8642,0.3076,0.0758,0.991,549.0,23.4307,1.0,29.0,36.0,44.0,39.0,144.0,1
image_841,170.4025,30.1098,42.0,255.0,164.8062,33.049,39.0,255.0,152.8761,35.0604,24.0,249.0,165.1195,32.3275,38.187,254.017,17.2987,18.82,1045.0682,0.4354,0.0905,0.9929,2348.0,48.4562,1.0,43.0,47.0,52.0,27.0,170.0,1
image_836,141.9332,34.2426,69.0,255.0,137.8034,34.5506,65.0,254.0,130.2443,34.3681,56.0,246.0,138.1765,34.3997,65.17,253.273,25.6757,25.0857,1183.3396,0.3118,0.0915,0.9974,524.0,22.891,1.0,42.25,42.0,41.0,20.0,141.0,1
image_834,134.0397,18.2364,65.0,230.0,129.9446,18.7782,64.0,233.0,119.1564,19.2576,59.0,226.0,129.9392,18.6248,63.729,231.305,9.6757,9.5177,346.884,0.265,0.1805,0.9924,1714.0,41.4005,1.0,16.0,16.0,17.0,29.0,134.0,1
image_833,108.2675,27.2606,16.0,253.0,98.6021,25.7072,4.0,244.0,86.0026,25.9056,0.0,229.0,100.0557,26.0676,7.132,244.981,13.7939,14.6317,679.5219,0.1644,0.1013,0.9825,5330.0,73.0068,1.0,33.0,33.0,34.0,52.0,108.0,1
image_831,162.61,26.4616,34.0,255.0,149.9475,28.9531,37.0,255.0,139.8149,30.1458,24.0,248.0,152.5785,27.874,36.673,254.202,15.5793,16.9361,776.9592,0.37,0.1234,0.93,4269.0,65.3376,1.0,23.0,31.0,34.0,36.0,162.0,1
image_829,149.8291,35.8394,27.0,255.0,138.9064,32.7897,29.0,255.0,117.005,39.3503,0.0,246.0,139.6755,34.152,26.27,253.974,18.5136,20.1883,1166.3605,0.318,0.1012,0.9736,4218.0,64.9461,1.0,37.0,33.0,41.0,55.0,149.0,1
image_828,167.6317,27.8826,74.0,255.0,147.5714,28.1393,54.0,244.0,124.0266,30.503,29.0,228.0,150.8853,28.2452,57.13,245.465,20.4208,17.2667,797.7918,0.3624,0.1108,0.9903,714.0,26.7208,1.0,32.0,31.0,34.0,66.0,167.0,1
image_875,133.395,33.4496,19.0,255.0,125.8361,31.6109,21.0,252.0,112.6464,32.5943,0.0,241.0,126.5926,32.0877,18.008,251.301,16.4008,18.1848,1029.6175,0.2623,0.1154,0.9831,12413.0,111.4136,1.0,31.0,30.0,31.0,40.0,133.0,1
image_874,152.8672,34.4984,32.0,255.0,142.9124,35.0283,22.0,251.0,127.9157,35.9486,0.0,232.0,144.1793,34.8006,24.753,250.03,15.7104,17.9587,1211.0814,0.3383,0.0786,0.9852,10616.0,103.034,1.0,48.0,49.0,48.0,42.0,152.0,1
image_873,167.4253,32.8079,103.0,255.0,144.9885,35.2259,74.0,236.0,125.8046,34.7919,56.0,215.0,149.5101,34.3694,80.619,239.287,24.8794,28.4427,1181.2583,0.3619,0.105,0.9884,87.0,9.3274,1.0,28.5,28.0,27.5,64.0,167.0,1
image_872,148.2551,25.4569,29.0,244.0,140.7193,25.951,21.0,232.0,129.3468,28.2576,1.0,219.0,141.676,25.9316,22.138,233.764,17.8053,17.7177,672.4486,0.319,0.118,0.9875,4763.0,69.0145,1.0,28.0,29.0,30.0,33.0,148.0,1
image_871,145.2559,39.0639,8.0,220.0,136.6986,40.6843,0.0,217.0,124.1695,42.066,0.0,205.0,137.8289,40.2713,2.392,216.23,25.9591,23.7096,1621.7779,0.3171,0.0675,0.9943,637.0,25.2389,1.0,57.0,61.0,67.0,37.0,145.0,1
image_867,112.2664,36.5626,22.0,255.0,105.3831,33.7258,18.0,253.0,88.2489,34.9454,0.0,238.0,105.4879,34.4459,20.269,251.888,18.4057,18.4956,1186.5201,0.1894,0.0948,0.9833,12289.0,110.8558,1.0,44.0,39.0,43.0,55.0,112.0,1
image_866,121.1701,32.6327,12.0,255.0,110.9456,31.1729,10.0,254.0,96.4947,32.6883,0.0,243.0,112.3553,31.2453,10.729,253.045,16.358,17.7979,976.2704,0.2092,0.1062,0.9388,23540.0,153.4275,1.0,36.0,33.0,37.0,53.0,121.0,1
image_865,133.0137,42.7248,12.0,255.0,127.9403,41.6454,17.0,254.0,114.4853,44.2664,0.0,250.0,127.9234,42.0836,13.567,252.931,17.5739,20.2976,1771.0328,0.2789,0.0781,0.988,22815.0,151.0464,1.0,49.0,49.0,52.0,36.0,133.0,1
image_864,129.4802,35.6244,4.0,255.0,120.6938,34.0231,0.0,255.0,105.8009,36.408,0.0,255.0,121.6232,34.3522,1.196,254.772,17.5502,19.0697,1180.0713,0.2456,0.096,0.9574,16540.0,128.6079,1.0,40.0,40.0,42.0,47.0,129.0,1
image_863,143.5257,47.781,16.0,255.0,138.8251,47.9847,10.0,253.0,122.526,52.6687,0.0,246.0,138.3725,48.219,10.654,251.529,16.6834,20.3029,2325.0753,0.3302,0.0732,0.9858,13252.0,115.1173,1.0,60.0,60.0,68.0,37.0,143.0,1
image_862,131.3748,33.4371,22.0,255.0,124.5318,32.5911,16.0,242.0,110.9261,33.0631,0.0,229.0,125.0268,32.7968,16.426,244.405,15.6431,18.203,1075.6308,0.2569,0.1236,0.9921,5683.0,75.3857,1.0,28.0,27.0,27.0,41.0,131.0,1
image_861,95.3512,46.5927,28.0,234.0,92.2683,40.385,32.0,228.0,72.2146,38.3612,7.0,194.0,90.904,41.8718,29.094,225.918,24.833,22.7267,1753.246,0.154,0.0474,0.9932,205.0,14.3178,1.0,81.0,68.0,62.0,62.0,95.0,1
image_859,131.2896,36.3908,27.0,255.0,121.8472,35.909,26.0,249.0,109.6383,36.0055,22.0,237.0,123.2787,35.8389,28.06,249.426,18.0715,22.1486,1284.4294,0.2535,0.0904,0.9783,2828.0,53.1789,1.0,34.0,29.0,30.0,43.0,131.0,1
